order_id,account_id,bank_to,account_to,amount,k_symbol
30046,A00000426,AB,9528249,7497,Household Payment
30047,A00000426,GH,34606760,886, 
30048,A00000427,CD,43451237,8166,Household Payment
30049,A00000428,MN,64758032,3987,Household Payment
30050,A00000429,IJ,79427033,5286,Household Payment
30051,A00000431,GH,65853184,6482,Household Payment
30052,A00000431,KL,66201281,715, 
30053,A00000434,WX,98904990,5666,Household Payment
30054,A00000434,ST,31071788,1637, 
30055,A00000435,MN,75157016,3189,Household Payment
30056,A00000436,WX,36372977,4885,Household Payment
30057,A00000436,IJ,61715274,72, 
30058,A00000436,CD,51325714,293,Insurance Payment
30059,A00000437,CD,83092337,2248,Household Payment
30060,A00000437,YZ,18505370,3106, 
30061,A00000440,QR,84914481,5825,Household Payment
30062,A00000440,GH,78983664,1756,Loan Payment
30063,A00000441,OP,58999586,4473,Leasing Payment
30064,A00000441,YZ,91662942,3041,Household Payment
30065,A00000441,WX,11125362,765, 
30066,A00000442,EF,55799275,7455,Loan Payment
30067,A00000442,CD,21739507,5606,Household Payment
30068,A00000442,ST,98938321,2068, 
30069,A00000443,KL,39137601,1508,Household Payment
30070,A00000443,IJ,32109809,463, 
30071,A00000443,QR,69234090,67,Insurance Payment
30072,A00000444,QR,53384882,4469,Household Payment
30073,A00000445,QR,65335863,3998,Household Payment
30074,A00000445,IJ,49652427,7567, 
30075,A00000446,EF,81248056,6941,Household Payment
30076,A00000447,GH,35721868,5554,Household Payment
30077,A00000447,ST,99847948,554,Leasing Payment
30080,A00000449,AB,84388368,164,Household Payment
30081,A00000449,WX,77323555,1789,Household Payment
30082,A00000450,QR,70611452,2404,Household Payment
30083,A00000451,UV,62285023,7208,Loan Payment
30084,A00000452,OP,27081912,5058,Household Payment
30085,A00000452,OP,33601921,375, 
30086,A00000453,QR,23475498,7012,Household Payment
30087,A00000454,GH,80305754,5687,Household Payment
30088,A00000455,ST,60398054,8339,Household Payment
30089,A00000456,WX,12626231,4783.1,Leasing Payment
30092,A00000458,AB,65390032,9586,Household Payment
30093,A00000458,CD,51641261,1031,Leasing Payment
30094,A00000460,MN,57986551,3554,Household Payment
30095,A00000461,OP,30994916,1530,Household Payment
30096,A00000462,ST,32409316,8325,Household Payment
30097,A00000463,QR,88697516,6385,Household Payment
30098,A00000464,UV,4756558,3509,Household Payment
30099,A00000465,ST,3081554,1278.5,Leasing Payment
30100,A00000465,IJ,59340989,11126,Household Payment
30101,A00000467,UV,90201395,3937,Household Payment
30102,A00000467,AB,73301529,2895, 
30103,A00000468,AB,87048482,3735,Household Payment
30104,A00000468,YZ,30738526,499, 
30105,A00000469,AB,32004195,2672,Household Payment
30106,A00000470,AB,41005563,3568,Household Payment
30107,A00000470,IJ,70524096,630, 
30108,A00000470,OP,43083483,1078,Insurance Payment
30109,A00000471,ST,26110238,4695,Household Payment
30110,A00000471,CD,97181409,931, 
30111,A00000471,CD,33731478,253,Insurance Payment
30112,A00000471,KL,45840859,202, 
30113,A00000472,UV,6824928,8200.2,Loan Payment
30114,A00000473,GH,65049969,4237,Household Payment
30115,A00000473,KL,67095625,2640, 
30116,A00000473,QR,76250731,75,Insurance Payment
30117,A00000473,YZ,22973603,333, 
30118,A00000474,UV,33440119,694,Household Payment
30119,A00000474,OP,79647504,1606, 
30120,A00000475,UV,33983725,2760,Household Payment
30121,A00000477,CD,7729125,2660,Household Payment
30122,A00000477,GH,40855217,254, 
30123,A00000477,IJ,25759440,463,Insurance Payment
30124,A00000478,EF,9013551,8137,Household Payment
30125,A00000479,YZ,117046,2064,Household Payment
30126,A00000480,KL,12772888,4687,Household Payment
30127,A00000480,IJ,72983371,827,Leasing Payment
30128,A00000481,GH,50636059,64,Household Payment
30129,A00000481,IJ,29175484,1825,Household Payment
30134,A00000483,GH,70076584,1940,Household Payment
30135,A00000484,GH,19220835,1652,Household Payment
30136,A00000484,MN,16825324,1995, 
30137,A00000484,GH,17417866,108,Insurance Payment
30138,A00000484,IJ,31340134,1412, 
30139,A00000485,AB,58655077,2629.6,Leasing Payment
30140,A00000485,EF,89687889,7421,Household Payment
30141,A00000485,WX,56978738,1591, 
30142,A00000485,AB,20747721,3572,Insurance Payment
30143,A00000487,GH,40831804,10684,Household Payment
30144,A00000489,ST,53826928,5608,Household Payment
30145,A00000490,UV,89067864,2042,Household Payment
30146,A00000491,EF,26434993,9090,Household Payment
30147,A00000494,EF,88363974,2629.6,Leasing Payment
30148,A00000494,GH,24389368,8728,Household Payment
30149,A00000494,ST,62039023,207, 
30153,A00000496,IJ,60471528,3602,Household Payment
30154,A00000497,EF,31873262,3405,Household Payment
30157,A00000500,WX,67136871,2629.6,Leasing Payment
30158,A00000500,MN,57751679,3267,Household Payment
30159,A00000500,AB,1471186,539, 
30160,A00000501,KL,79491948,4382.7,Loan Payment
30161,A00000502,ST,27518320,2498,Household Payment
30162,A00000503,QR,34156501,7175,Household Payment
30163,A00000503,GH,41920358,1746,Leasing Payment
30164,A00000504,UV,2230048,2308,Household Payment
30165,A00000505,QR,6899768,18,Household Payment
30166,A00000505,OP,5099285,2203, 
30167,A00000506,GH,21071094,3011,Household Payment
30168,A00000506,QR,70163124,107, 
30169,A00000506,IJ,18590253,278,Insurance Payment
30170,A00000506,IJ,82022094,724, 
30171,A00000508,YZ,41786360,2480,Household Payment
30172,A00000509,IJ,50397551,6261,Loan Payment
30173,A00000510,YZ,34629786,2442,Household Payment
30174,A00000510,UV,64973693,1319, 
30175,A00000510,GH,56986600,1043,Insurance Payment
30176,A00000511,MN,4644132,2629.6,Leasing Payment
30177,A00000512,GH,88834064,9449,Household Payment
30178,A00000513,EF,99257760,7908,Household Payment
30179,A00000514,KL,49346691,5760,Household Payment
30180,A00000515,CD,6447190,2750,Household Payment
30181,A00000516,CD,22182691,3736,Household Payment
30182,A00000517,UV,82919829,9255,Household Payment
30183,A00000518,GH,39075994,1338,Household Payment
30184,A00000518,MN,13886338,2015,Household Payment
30185,A00000519,AB,65870404,3245,Household Payment
30186,A00000520,MN,67366206,2332,Household Payment
30187,A00000521,IJ,98804980,4234,Household Payment
30188,A00000522,WX,31764650,77,Household Payment
30189,A00000522,GH,18812161,4930, 
30190,A00000524,AB,71994364,5768,Household Payment
30191,A00000525,MN,88872944,4382.7,Loan Payment
30192,A00000525,ST,67853247,6454,Household Payment
30193,A00000526,MN,22128474,5074,Household Payment
30195,A00000528,IJ,11964172,2916,Household Payment
30196,A00000529,MN,85919022,3344,Household Payment
30197,A00000531,OP,48101,2144,Household Payment
30198,A00000533,EF,5924845,1319,Household Payment
30199,A00000533,IJ,31916600,3427, 
30200,A00000534,KL,26713061,1747,Household Payment
30201,A00000534,KL,88319682,713, 
30202,A00000534,OP,71464949,1341,Insurance Payment
30203,A00000535,OP,26501775,7021,Household Payment
30204,A00000535,UV,15932035,62, 
30205,A00000535,MN,70218544,765,Insurance Payment
30206,A00000536,AB,84382724,1742,Household Payment
30207,A00000536,AB,56864386,827,Household Payment
30208,A00000537,ST,79339456,1848,Household Payment
30209,A00000538,OP,5225766,2692,Household Payment
30210,A00000541,IJ,97866481,3030,Household Payment
30211,A00000541,WX,97620743,72, 
30212,A00000541,AB,50762343,5626,Insurance Payment
30213,A00000542,WX,82309841,2750,Household Payment
30214,A00000543,EF,10095620,647,Household Payment
30215,A00000543,QR,32736635,1086, 
30216,A00000543,CD,41006070,655,Insurance Payment
30217,A00000544,EF,24082440,3798.2,Loan Payment
30218,A00000545,YZ,87724715,3306,Household Payment
30219,A00000546,YZ,87099098,2940,Household Payment
30220,A00000547,EF,48055100,2273,Household Payment
30221,A00000548,EF,87448715,1285,Household Payment
30222,A00000548,AB,56284767,528,Household Payment
30223,A00000549,OP,83005940,1067,Household Payment
30224,A00000549,CD,87506788,3024, 
30225,A00000550,GH,71731483,1247,Household Payment
30226,A00000550,WX,49558728,349,Household Payment
30227,A00000552,AB,68878775,2097,Household Payment
30228,A00000555,ST,6209928,7218,Household Payment
30229,A00000555,YZ,19875437,479, 
30230,A00000555,WX,3315794,71,Insurance Payment
30231,A00000557,MN,88362860,2050,Household Payment
30232,A00000558,CD,60158938,4081,Household Payment
30233,A00000558,WX,11205697,1476, 
30234,A00000559,CD,77164244,2175,Household Payment
30235,A00000560,QR,17489135,5683,Household Payment
30236,A00000561,QR,37346130,343,Household Payment
30237,A00000561,WX,77749645,1308,Household Payment
30238,A00000563,QR,96173613,6245,Household Payment
30239,A00000564,YZ,8056086,295,Household Payment
30240,A00000564,IJ,56459259,8713, 
30241,A00000565,KL,67758250,3509,Household Payment
30242,A00000568,CD,60686451,1408,Leasing Payment
30243,A00000569,YZ,87054288,2074,Household Payment
30244,A00000570,YZ,48868894,6273,Household Payment
30245,A00000571,EF,93711280,3255,Household Payment
30246,A00000572,WX,64459979,5372,Household Payment
30247,A00000572,EF,76923572,960, 
30248,A00000572,QR,5563730,349,Insurance Payment
30249,A00000572,WX,71732580,1413,Leasing Payment
30250,A00000573,CD,80680703,2249,Leasing Payment
30251,A00000575,KL,32180041,756,Household Payment
30252,A00000575,GH,62339043,5329, 
30253,A00000576,OP,71033382,3662,Household Payment
30254,A00000577,QR,92529356,5120,Household Payment
30255,A00000578,ST,9104431,5484,Household Payment
30256,A00000578,KL,6721955,601, 
30257,A00000578,KL,88757896,17,Insurance Payment
30258,A00000578,CD,84361481,57, 
30259,A00000579,OP,19994384,2771,Household Payment
30260,A00000579,CD,61798560,1065, 
30261,A00000580,KL,18037027,3571,Household Payment
30262,A00000580,AB,27916240,1715, 
30263,A00000581,KL,62047934,1502,Household Payment
30264,A00000582,KL,94775294,2812,Household Payment
30266,A00000584,MN,76447403,2302,Household Payment
30267,A00000588,AB,29001635,3141,Household Payment
30268,A00000588,MN,81579917,1437, 
30269,A00000588,KL,40627336,511,Insurance Payment
30270,A00000589,GH,69257765,5746,Household Payment
30271,A00000591,WX,33145171,2788,Household Payment
30272,A00000592,WX,11703169,1148,Household Payment
30273,A00000592,MN,17637676,460,Household Payment
30274,A00000594,CD,76892024,2054,Household Payment
30275,A00000595,WX,22432470,4702,Household Payment
30276,A00000597,EF,43030637,6135,Household Payment
30277,A00000598,IJ,36825537,7781,Household Payment
30278,A00000599,OP,94891345,3118,Household Payment
30279,A00000599,MN,75048130,967, 
30280,A00000600,UV,6513369,5952,Household Payment
30281,A00000601,ST,62110066,2230,Household Payment
30282,A00000602,EF,11328745,3191,Household Payment
30283,A00000603,KL,46360403,4361,Household Payment
30284,A00000605,CD,93390070,6876,Household Payment
30285,A00000606,EF,87049013,7140,Household Payment
30286,A00000606,GH,57793295,1071, 
30287,A00000607,KL,5990779,2082,Household Payment
30288,A00000608,AB,57903474,2895,Household Payment
30289,A00000609,IJ,28244787,1171,Household Payment
30290,A00000609,CD,14562350,732, 
30291,A00000609,IJ,59537684,67,Insurance Payment
30292,A00000611,AB,98749815,2284,Household Payment
30293,A00000612,YZ,28562253,1936,Household Payment
30294,A00000614,YZ,9777558,1664,Household Payment
30295,A00000615,UV,30659657,309,Household Payment
30296,A00000615,OP,63728749,1787, 
30297,A00000616,OP,38012558,1869,Household Payment
30298,A00000617,WX,41264140,2607.2,Leasing Payment
30299,A00000617,MN,8556467,13080,Household Payment
30300,A00000618,ST,52253526,747,Household Payment
30301,A00000618,WX,93719195,3035, 
30302,A00000619,YZ,51829963,1729,Household Payment
30303,A00000619,AB,96250706,6538, 
30304,A00000621,GH,21300334,366,Household Payment
30305,A00000621,QR,32067704,3043, 
30306,A00000622,MN,57849115,6255,Household Payment
30307,A00000622,MN,53675001,594, 
30308,A00000622,QR,46919482,2568,Insurance Payment
30309,A00000622,GH,23822355,11, 
30310,A00000623,ST,73409360,419,Household Payment
30311,A00000623,IJ,34328079,1653, 
30312,A00000625,CD,76538800,2607.2,Leasing Payment
30313,A00000625,QR,50207537,11457,Household Payment
30314,A00000626,WX,22472965,3639,Household Payment
30315,A00000627,KL,23483765,8228,Household Payment
30316,A00000627,KL,85517316,554,Leasing Payment
30317,A00000628,YZ,24106633,3028,Household Payment
30318,A00000629,QR,91464036,1207,Household Payment
30319,A00000629,WX,2222919,1500,Household Payment
30320,A00000630,IJ,662714,2361,Household Payment
30321,A00000631,GH,89184629,2394,Household Payment
30322,A00000632,OP,31188458,842,Household Payment
30323,A00000632,CD,54220384,199, 
30324,A00000632,ST,95301532,1092,Insurance Payment
30325,A00000633,KL,56019914,3177,Household Payment
30327,A00000635,OP,12794989,1683,Household Payment
30328,A00000635,GH,86240660,2707, 
30329,A00000635,KL,117952,2160,Insurance Payment
30330,A00000635,UV,56503492,1547, 
30331,A00000636,YZ,33446622,3056,Household Payment
30332,A00000637,AB,34624809,1934,Household Payment
30333,A00000638,QR,41244357,2487,Household Payment
30334,A00000638,AB,77634972,4668, 
30335,A00000638,GH,45651602,873,Insurance Payment
30336,A00000639,ST,77312248,2046,Household Payment
30337,A00000640,MN,49130755,2891,Household Payment
30338,A00000641,WX,41606414,3330,Household Payment
30340,A00000644,YZ,15593272,946,Household Payment
30341,A00000644,YZ,19007480,1026, 
30342,A00000645,GH,25328028,13466,Household Payment
30343,A00000646,AB,34125185,4876,Household Payment
30344,A00000647,UV,41266620,6465,Household Payment
30345,A00000648,OP,81294440,9240,Household Payment
30346,A00000649,AB,90564441,3430.1,Leasing Payment
30347,A00000650,YZ,70699482,1697,Household Payment
30348,A00000651,QR,14427155,2652,Household Payment
30349,A00000651,CD,54411101,4062, 
30350,A00000652,YZ,56959491,7591,Household Payment
30351,A00000653,IJ,52822631,5397,Household Payment
30352,A00000654,AB,49887746,2885,Household Payment
30353,A00000655,CD,91412663,1899,Household Payment
30354,A00000655,WX,48714017,2036, 
30355,A00000655,KL,32799506,193,Insurance Payment
30356,A00000655,IJ,19362265,341, 
30357,A00000656,KL,74315947,5477,Household Payment
30358,A00000657,AB,72237545,1066,Household Payment
30359,A00000657,MN,15075981,1862, 
30360,A00000658,ST,92509448,2703,Household Payment
30361,A00000659,EF,43700408,1833,Household Payment
30362,A00000659,CD,72181445,107, 
30363,A00000660,EF,56245785,1234,Household Payment
30364,A00000660,WX,50051724,5338, 
30367,A00000662,UV,32952279,3330,Household Payment
30370,A00000664,OP,7335311,2997,Household Payment
30371,A00000665,ST,69178992,4149,Household Payment
30372,A00000666,AB,85506128,3936,Household Payment
30373,A00000666,ST,70089435,2282, 
30374,A00000666,GH,93173819,955,Insurance Payment
30375,A00000666,UV,65873688,1045,Loan Payment
30386,A00000669,WX,12925506,1947,Household Payment
30390,A00000673,KL,71669763,4586,Household Payment
30391,A00000674,EF,63081496,2058,Household Payment
30392,A00000675,MN,74623369,6358,Household Payment
30393,A00000675,MN,56463271,1704,Loan Payment
30394,A00000676,GH,72221982,3017,Household Payment
30395,A00000678,YZ,20567107,1192,Household Payment
30396,A00000678,WX,52606773,1929, 
30397,A00000678,CD,77998667,1967,Insurance Payment
30398,A00000679,OP,91457056,4049,Household Payment
30399,A00000679,KL,27114582,450, 
30400,A00000679,UV,84744864,281,Insurance Payment
30401,A00000680,UV,98674255,4853,Household Payment
30404,A00000682,QR,39035719,1477,Household Payment
30405,A00000682,CD,62099003,537, 
30406,A00000683,QR,19231844,8578,Household Payment
30407,A00000684,QR,66230869,1936,Household Payment
30408,A00000685,AB,46590065,3847.2,Leasing Payment
30409,A00000686,ST,30570674,2212,Household Payment
30410,A00000686,OP,92192554,2875, 
30411,A00000686,AB,65920859,983,Insurance Payment
30412,A00000687,UV,3712326,1444,Household Payment
30413,A00000687,EF,84690487,3998, 
30414,A00000688,GH,38275259,2509,Household Payment
30415,A00000689,IJ,27240383,3847.2,Leasing Payment
30416,A00000689,MN,58262753,4989,Household Payment
30417,A00000689,QR,99909179,1388, 
30418,A00000689,WX,87462937,17,Insurance Payment
30419,A00000689,IJ,93874132,16, 
30420,A00000690,ST,19503748,7152,Household Payment
30421,A00000690,ST,45288330,1749,Leasing Payment
30422,A00000691,YZ,42897981,3342,Household Payment
30423,A00000692,QR,82628667,4366,Household Payment
30424,A00000692,OP,98083799,137, 
30425,A00000693,IJ,37686020,6329,Household Payment
30426,A00000694,QR,91037123,3096,Household Payment
